14,3291,23,71,2,473,54,229,295,20,268,125,11,73,272,231,38,67,123,24,298,50,37,204,43,283
T. aestivum Monitoring,,,ALD,BAR,BOB,BOH,BRU,BUR,FRB,FRE,FRI,GEN,HAN,KON,LIM,NEU,RIE,SCD,SCG,SCL,SCS,TRO,UEB,UST,WSL
Sample,Code,aest06_1,aest07_1,aest15_1,aest26_1,aest28_1,aest35_1,aest36_1,aest01_1,aest10_1,aest18_1,aest24_1,aest25_1,aest29_1,aest31_1,,,,,,,,,,
BOHHAS6,BOH_9_2011_2011_1,224,261,312,157,389,128,326,236,280,144,298,128,216,318,,,,,,,,,,
ALD16,ALD_10_2011_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
ALD17,ALD_10_2011_2011_6,224,256,312,142,392,148,326,236,280,164,298,128,216,308,,,,,,,,,,
BOHBU3,BOB_10_2011_2011_1,218,256,312,145,383,148,326,242,280,140,298,128,216,308,,,,,,,,,,
BOHHAS7,BOH_10_2011_2011_1,218,256,312,157,389,148,326,236,295,144,298,128,216,318,,,,,,,,,,
RIETH13,RIE_10_2011_2011_1,224,261,312,145,389,148,326,236,290,140,298,128,211,313,,,,,,,,,,
RIETH14,RIE_10_2011_2011_1,218,261,312,145,356,148,326,236,295,140,292,122,211,313,,,,,,,,,,
TROSS8,TRO_10_2011_2011_6,218,256,312,142,353,148,326,248,280,144,292,128,211,318,,,,,,,,,,
TROSS9,TRO_10_2011_2011_6,218,256,312,142,353,148,326,248,280,144,292,128,211,318,,,,,,,,,,
FREI19,FRE_10_2011_2011_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREI20,FRE_10_2011_2011_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREIBRUM1,FRB_10_2011_2011_6,224,256,312,145,356,152,322,254,295,160,295,128,216,318,,,,,,,,,,
BOHHAS10,BOH_10_2011_2011_1,218,261,312,157,389,148,326,236,280,144,298,128,216,318,,,,,,,,,,
BOHHAS11,BOH_10_2011_2011_1,218,256,312,142,389,148,326,236,295,144,298,128,216,318,,,,,,,,,,
BOHHAS8,BOH_10_2011_2011_1,218,256,312,145,353,148,326,236,295,144,298,128,216,313,,,,,,,,,,
BOHHAS9,BOH_10_2011_2011_1,218,261,312,157,389,148,326,236,280,144,298,128,216,318,,,,,,,,,,
UEBERL117,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL118,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL119,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL120,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL121,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL122,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL123,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL124,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL125,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL126,UEB_10_2011_2011_5,236,261,312,178,383,148,326,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL127,UEB_10_2011_2011_5,236,261,312,178,383,148,326,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL128,UEB_10_2011_2011_5,236,261,312,178,383,148,326,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL129,UEB_10_2011_2011_5,236,261,312,178,383,148,326,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL130,UEB_10_2011_2011_5,236,261,312,178,383,148,326,242,295,144,298,128,211,308,,,,,,,,,,
FREI21,FRE_10_2011_2011_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREI22,FRE_10_2011_2011_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREIBRUM2,FRB_10_2011_2011_6,224,256,312,145,356,152,322,254,295,160,295,128,216,318,,,,,,,,,,
FREIBRUM3,FRB_10_2011_2011_4,218,256,312,157,356,148,322,254,295,160,295,122,216,308,,,,,,,,,,
UEBERL131,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL132,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL133,UEB_10_2011_2011_5,236,261,312,178,383,148,322,242,280,144,298,128,211,308,,,,,,,,,,
UEBERL134,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL135,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL136,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL137,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL138,UEB_10_2011_2011_5,236,261,312,178,383,148,322,242,288,144,298,128,211,308,,,,,,,,,,
UEBERL139,UEB_10_2011_2011_5,236,261,312,178,383,148,322,242,288,144,298,128,211,308,,,,,,,,,,
UEBERL140,UEB_10_2011_2011_5,236,256,312,178,383,148,326,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL141,UEB_10_2011_2011_5,236,256,312,178,383,148,326,242,295,144,298,128,211,308,,,,,,,,,,
UEBERL142,UEB_10_2011_2011_5,236,256,312,178,383,148,322,242,295,144,298,128,241,308,,,,,,,,,,
UEBERL143,UEB_10_2011_2011_5,236,261,312,178,383,148,326,242,288,144,298,128,211,308,,,,,,,,,,
ALD18,ALD_11_2011_2011_5,234,261,312,142,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
ALD19,ALD_11_2011_2011_6,218,261,312,142,353,148,326,242,290,164,298,128,211,308,,,,,,,,,,
RIETH15,RIE_11_2011_2011_5,236,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
RIETH16,RIE_11_2011_2011_6,224,261,312,178,383,148,326,248,280,160,295,128,211,308,,,,,,,,,,
TROSS10,TRO_11_2011_2011_6,236,256,312,142,353,148,322,248,280,164,298,128,211,318,,,,,,,,,,
TROSS11,TRO_11_2011_2011_6,218,256,312,142,353,148,326,248,280,144,292,128,211,318,,,,,,,,,,
FREI23,FRE_11_2011_2011_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREI24,FRE_11_2011_2011_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
BOHBU4,BOB_11_2011_2011_1,218,256,312,145,383,148,326,242,280,140,298,128,216,313,,,,,,,,,,
ALD20,ALD_11_2011_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
ALD21,ALD_11_2011_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
FREI25,FRE_11_2011_2011_,230,266,317,157,401,152,326,0,294,136,304,137,204,313,,,,,,,,,,
RIETH17,RIE_11_2011_2011_1,218,261,312,178,389,148,326,236,290,144,292,122,211,313,,,,,,,,,,
RIETH18,RIE_11_2011_2011_1,224,261,312,145,392,148,326,236,295,140,292,122,211,313,,,,,,,,,,
SCHLI8,SCG_11_2011_2011_2,218,256,312,157,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLI9,SCG_11_2011_2011_2,218,256,312,157,359,152,326,254,290,144,298,122,211,318,,,,,,,,,,
TROSS12,TRO_11_2011_2011_6,218,256,312,142,353,148,326,242,280,144,292,128,211,318,,,,,,,,,,
TROSS13,TRO_11_2011_2011_6,218,256,312,142,353,148,326,242,280,144,292,128,211,318,,,,,,,,,,
ALD22,ALD_12_2011_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
ALD23,ALD_12_2011_2011_6,236,256,312,142,353,148,322,248,280,164,298,128,211,318,,,,,,,,,,
RIETH19,RIE_12_2011_2011_4,236,256,312,178,356,148,326,242,280,160,298,128,211,313,,,,,,,,,,
RIETH20,RIE_12_2011_2011_mixed,218,261,312,178,356,148,326,242,290,144,292,128,211,313,,,,,,,,,,
TROSS14,TRO_12_2011_2011_6,218,256,312,142,353,148,326,248,280,144,292,128,211,318,,,,,,,,,,
TROSS15,TRO_12_2011_2011_6,218,256,312,142,353,148,326,248,280,144,292,128,211,318,,,,,,,,,,
BOHBU5,BOB_12_2011_2011_4,218,256,312,157,356,148,326,242,280,164,298,122,211,313,,,,,,,,,,
BOHHAS12,BOH_12_2011_2011_4,218,256,312,157,356,148,326,242,295,160,298,128,216,308,,,,,,,,,,
FREI26,FRE_12_2011_2011_,230,266,317,157,401,152,326,254,0,136,304,137,204,313,,,,,,,,,,
FREI27,FRE_12_2011_2011_,230,266,317,157,401,152,326,254,0,136,304,137,204,313,,,,,,,,,,
FREIBRUM4,FRB_12_2011_2011_6,224,256,312,145,356,152,322,254,295,160,295,128,216,318,,,,,,,,,,
ALD24,ALD_12_2011_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
ALD25,ALD_12_2011_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
TROSS16,TRO_12_2011_2011_6,236,256,312,142,353,148,322,248,280,164,298,128,211,318,,,,,,,,,,
TROSS17,TRO_12_2011_2011_6,236,256,312,142,353,148,322,248,280,164,298,128,211,318,,,,,,,,,,
BOHBU6,BOB_12_2011_2011_4,218,261,312,157,356,148,326,242,280,160,301,122,211,308,,,,,,,,,,
ALD26,ALD_1_2012_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
ALD27,ALD_1_2012_2011_6,218,261,312,142,353,140,326,242,290,164,298,128,211,308,,,,,,,,,,
TROSS18,TRO_1_2012_2011_6,236,256,312,142,353,148,322,248,280,164,298,128,211,318,,,,,,,,,,
TROSS19,TRO_1_2012_2011_6,236,256,312,142,353,140,322,248,280,164,298,128,211,318,,,,,,,,,,
FREI28,FRE_1_2012_2011_6,236,261,312,157,353,152,322,254,295,144,295,128,216,300,,,,,,,,,,
ALD28,ALD_2_2012_2011_6,218,261,312,142,353,148,326,242,290,164,298,128,211,308,,,,,,,,,,
ALD29,ALD_2_2012_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
RIETH21,RIE_2_2012_2011_4,236,256,312,178,356,148,326,242,280,160,298,128,211,313,,,,,,,,,,
SCHLI10,SCG_2_2012_2011_2,218,256,312,157,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
TROSS20,TRO_2_2012_2011_6,218,256,312,142,353,148,326,248,280,144,292,128,211,318,,,,,,,,,,
BOHBU10,BOB_2_2012_2011_1,218,256,312,145,389,148,326,236,280,140,298,128,216,313,,,,,,,,,,
BOHBU7,BOB_2_2012_2011_1,218,256,312,145,389,148,326,242,280,140,298,128,216,313,,,,,,,,,,
BOHBU8,BOB_2_2012_2011_mixed,218,261,312,178,383,148,326,242,280,140,298,122,211,308,,,,,,,,,,
BOHBU9,BOB_2_2012_2011_4,236,256,312,157,356,148,326,242,280,164,298,122,211,318,,,,,,,,,,
ALD30,ALD_2_2012_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
RIETH22,RIE_2_2012_2011_4,218,261,312,157,356,148,326,242,290,164,292,128,211,313,,,,,,,,,,
BOHBU11,BOB_3_2012_2011_1,218,256,312,145,389,148,326,242,280,140,298,128,216,313,,,,,,,,,,
BOHBU12,BOB_3_2012_2011_1,218,256,312,145,389,148,326,242,280,140,298,128,216,313,,,,,,,,,,
BOHBU13,BOB_3_2012_2011_1,218,256,312,145,389,148,326,242,280,140,298,128,216,313,,,,,,,,,,
BOHBU14,BOB_3_2012_2011_1,218,256,312,145,392,148,326,242,280,140,298,128,216,313,,,,,,,,,,
BOHHAS13,BOH_3_2012_2011_,218,261,312,157,389,148,326,0,280,144,298,128,216,318,,,,,,,,,,
BOHBU15,BOB_3_2012_2011_1,218,256,312,145,383,148,326,242,280,140,298,128,216,308,,,,,,,,,,
FREI29,FRE_3_2012_2011_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREI30,FRE_3_2012_2011_mixed,236,261,312,157,389,152,322,254,295,144,295,128,216,300,,,,,,,,,,
SCHLI100,SCG_3_2012_2011_,218,256,312,157,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLI99,SCG_3_2012_2011_,218,256,307,157,0,152,322,0,0,144,298,122,211,318,,,,,,,,,,
ALD31,ALD_3_2012_2011_5,234,261,312,145,356,148,326,242,295,140,298,128,211,308,,,,,,,,,,
ALD32,ALD_3_2012_2011_,234,261,312,145,356,148,326,0,295,140,298,128,211,308,,,,,,,,,,
RIETH23,RIE_3_2012_2011_1,218,261,312,178,389,148,326,236,290,144,292,122,211,313,,,,,,,,,,
RIETH24,RIE_3_2012_2011_1,218,261,312,145,392,148,326,242,290,140,292,122,211,313,,,,,,,,,,
TROSS21,TRO_3_2012_2011_6,236,256,312,142,353,148,322,248,280,164,298,128,211,318,,,,,,,,,,
TROSS22,TRO_3_2012_2011_6,218,256,312,142,353,148,326,248,280,144,292,128,211,318,,,,,,,,,,
SCHLIGR3,SCL_4_2012_2011_2,218,261,312,178,356,152,322,254,290,160,298,122,211,300,,,,,,,,,,
SCHLIGR4,SCL_4_2012_2011_2,218,256,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR5,SCL_4_2012_2011_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR6,SCL_4_2012_2011_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR7,SCL_4_2012_2011_2,218,261,312,178,359,152,322,254,290,144,298,122,211,313,,,,,,,,,,
BOHBU16,BOB_5_2012_2012_1,218,256,312,145,389,148,326,242,280,140,298,128,216,318,,,,,,,,,,
FREI31,FRE_6_2012_2012_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREI32,FRE_6_2012_2012_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREI33,FRE_7_2012_2012_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
FREI34,FRE_7_2012_2012_3,230,266,317,157,401,152,326,254,294,136,304,137,204,313,,,,,,,,,,
SCHLIGR118,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR119,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR120,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR121,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR122,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR123,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR124,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR125,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR126,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR127,SCL_7_2012_2012_6,218,256,312,145,353,152,322,242,290,160,298,128,211,308,,,,,,,,,,
SCHLIGR128,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR129,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR130,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR131,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR132,SCL_7_2012_2012_6,218,256,312,144,353,152,322,242,290,160,298,128,211,308,,,,,,,,,,
SCHLIGR133,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR134,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR135,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR136,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR137,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR138,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR139,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR140,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR141,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR142,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR143,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR145,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR146,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR147,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR148,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR149,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR150,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR151,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR152,SCL_7_2012_2012_2,218,261,312,178,359,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR153,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR154,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR155,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR156,SCL_7_2012_2012_2,218,261,312,178,353,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR157,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
SCHLIGR158,SCL_7_2012_2012_,218,261,312,178,0,152,322,254,290,144,298,122,211,318,,,,,,,,,,
