Ind,Pop,aest01_1,aest06_1,aest07_1,aest10_1,aest15_1,aest18_1,aest24_1,aest25_1,aest26_1,aest28_1,aest29_1,aest31_1,aest35_1,aest36_1
UEBERL46,UEB_7_2014,236,236,256,0,312,144,0,128,178,0,0,318,148,322
UEBERL48,UEB_7_2014,242,236,256,295,312,144,298,128,175,383,211,308,148,322
UEBERL49,UEB_7_2014,236,236,256,0,312,144,0,128,178,0,0,308,148,322
UEBERL51,UEB_7_2014,230,236,256,295,312,144,298,128,178,0,211,0,148,322
UEBERL56,UEB_9_2014,236,236,256,295,312,144,298,128,178,383,211,318,148,322
UEBERL60,UEB_9_2014,0,236,256,295,312,144,298,128,178,383,241,318,148,322
UEBERL61,UEB_9_2014,242,236,256,288,312,144,298,128,178,383,211,308,148,326
UEBERL65,UEB_10_2014,0,236,256,295,312,144,298,128,178,383,211,0,148,322
UEBERL66,UEB_10_2014,236,236,261,280,312,144,298,128,178,383,211,308,148,326
UEBERL72,UEB_11_2014,236,236,256,295,312,144,298,128,178,383,216,0,148,322
UEBERL73,UEB_11_2014,0,236,256,295,312,144,298,128,178,383,211,308,144,322
UEBERL80,UEB_1_2015,0,236,256,295,312,144,298,128,178,0,211,308,148,322
UEBERL82,UEB_1_2015,236,236,256,280,312,144,298,128,178,383,211,308,148,322
UEBERL86,UEB_3_2015,230,236,256,295,312,144,322,128,178,0,211,318,148,322
UEBERL87,UEB_3_2015,242,218,256,288,312,144,298,128,178,383,211,308,144,326
UEBERL90,UEB_3_2015,0,236,256,295,312,144,298,128,178,0,241,0,148,322
UEBERL94,UEB_6_2015,236,236,256,0,312,144,298,0,178,0,211,0,148,322
UEBERL96,UEB_8_2015,0,236,256,288,312,144,298,128,145,0,211,308,148,322
UST1,UST_9_2013,242,218,256,290,312,144,298,122,142,389,216,318,148,326
UST10,UST_10_2013,242,236,261,295,312,144,298,122,142,356,216,308,140,322
UST11,UST_10_2013,242,218,261,295,312,164,298,128,142,356,216,318,148,322
UST13,UST_10_2013,0,218,256,290,312,144,298,128,142,389,216,318,148,322
UST14,UST_10_2013,0,218,256,290,312,144,298,122,157,389,216,318,152,322
UST15,UST_10_2013,242,236,261,295,312,144,298,128,142,356,216,308,148,326
UST17,UST_10_2013,242,236,261,295,312,144,298,128,142,377,211,308,148,326
UST18,UST_10_2013,242,236,261,295,312,144,298,122,142,356,216,308,148,326
UST19,UST_11_2013,0,218,261,295,307,144,298,128,142,377,216,0,148,326
UST2,UST_9_2013,242,218,261,295,312,144,298,128,142,377,216,308,148,326
UST20,UST_11_2013,242,236,261,0,312,160,298,128,142,377,0,318,148,326
UST21,UST_11_2013,242,218,256,290,312,144,298,122,142,356,211,318,148,326
UST22,UST_11_2013,242,236,261,295,312,144,298,128,142,377,216,308,148,326
UST24,UST_11_2013,236,236,261,280,312,144,298,128,142,356,216,318,148,326
UST25,UST_11_2013,242,236,261,280,312,160,313,122,175,353,216,313,148,326
UST26,UST_11_2013,242,236,261,295,312,140,298,128,178,377,211,308,148,322
UST27,UST_11_2013,242,236,261,280,312,160,313,128,142,353,216,318,148,326
UST28,UST_11_2013,0,218,256,290,312,144,298,122,157,353,216,318,148,326
UST29,UST_11_2013,242,218,256,290,312,144,298,122,142,389,216,313,148,326
UST30,UST_11_2013,242,236,261,295,312,144,298,128,142,356,211,308,148,326
UST32,UST_12_2013,248,218,261,295,312,160,313,128,142,0,211,308,148,326
UST33,UST_1_2014,242,218,256,295,312,144,298,122,142,377,211,308,148,326
UST35,UST_1_2014,242,218,256,290,312,144,0,122,157,0,216,0,152,326
UST37,UST_8_2014,242,218,261,280,312,144,298,128,178,389,216,318,148,326
UST38,UST_9_2014,242,218,256,280,312,144,298,128,142,353,216,308,152,322
UST39,UST_9_2014,242,218,256,295,312,160,298,128,142,389,216,313,152,326
UST40,UST_9_2014,242,218,256,280,312,144,298,128,178,356,216,313,152,322
UST41,UST_9_2014,242,236,256,280,312,160,298,128,142,356,216,308,152,326
UST42,UST_9_2014,242,218,256,290,312,144,298,122,142,356,216,318,148,326
UST8,UST_9_2013,0,218,256,290,312,144,298,122,142,377,216,318,148,326
WSL001,WSL_9_2012,236,224,261,295,312,160,298,128,145,353,211,308,148,322
WSL041,WSL_10_2016,236,224,261,295,312,160,292,128,178,353,211,318,148,322
WSL241,WSL_10_2020,242,218,256,290,312,160,298,128,157,335,211,308,152,326
WSL283,WSL_7_2021,242,218,256,290,312,160,298,128,157,334,211,308,152,326
